INDEX_COLUMN_x,IDX,name_x,address_x,postcode_x,company_x,job_x,phone_number_x,email_x,user_name_x,ip_address_x,credit_card_number_x,date_x,total_int_x,total_float_x,total_int1_x,total_int2_x,total_int3_x,INDEX_COLUMN_y,name_y,address_y,postcode_y,company_y,job_y,phone_number_y,email_y,user_name_y,ip_address_y,credit_card_number_y,date_y,total_int_y,total_float_y,total_int1_y,total_int2_y,total_int3_y
51,b799be36e0059d7867f1379a24171b2b09d91be5d2cac0a12d97c0302a6b07ce,박상현,부산광역시 종로구 삼성9거리,83473,유한회사 송,배우 및 모델,063-227-7634,seongminsong@naver.com,ggim,10.217.86.198,180034229841722,2001-07-05,25,5.993064,613504,610,7230,51,박상현,부산광역시 종로구 삼성9거리,83473,유한회사 송,배우 및 모델,063-227-7634,seongminsong@naver.com,ggim,10.217.86.198,180034229841722,2001-07-05,25,5.993064,613504,610,7230
52,9626a29ac1d7006741337f6ebc6a5a41cfdc3aa65d2b10ff9cda937c6a7fd35b,김옥순,강원도 속초시 서초대길,56587,이강,전기 및 전자 설비 조작원,044-054-6024,acoe@daum.net,kheo,172.28.127.17,4426899609207561,2016-07-27,30,6.1415849355,387177,287,5510,52,김옥순,강원도 속초시 서초대길,56587,이강,전기 및 전자 설비 조작원,044-054-6024,acoe@daum.net,kheo,172.28.127.17,4426899609207561,2016-07-27,30,6.1415849355,387177,287,5510
53,a60f6d009343ab015ee59fa2ff29e5aa12dd69aa7a7285f15e1fdec6ce7407d7,강영호,인천광역시 강서구 백제고분거리 (경숙김박마을),59252,유한회사 류,방문 판매원,043-677-7388,gwagyeongjin@gmail.com,hyeonju75,172.25.43.139,213198557226052,2021-05-19,10,2.5019,865183,878,9402,53,강영호,인천광역시 강서구 백제고분거리 (경숙김박마을),59252,유한회사 류,방문 판매원,043-677-7388,gwagyeongjin@gmail.com,hyeonju75,172.25.43.139,213198557226052,2021-05-19,10,2.5019,865183,878,9402
54,49a9b3d96db1310ff79b9ae1cdb1e148b4d5995b7f889e5ad2b611f452fecf71,조혜진,충청남도 보령시 학동9로,16863,김강,안마사,051-118-0793,omun@hanmail.net,sgim,192.168.86.139,3567237988124159,1993-03-08,9,5.1,963660,884,8699,54,조혜진,충청남도 보령시 학동9로,16863,김강,안마사,051-118-0793,omun@hanmail.net,sgim,192.168.86.139,3567237988124159,1993-03-08,9,5.1,963660,884,8699
55,92b32cbd4cc1b06d83ec4c305c52d651b9c125a7b12dbb7c6a1cf796f6e389e5,권민서,인천광역시 강동구 잠실9거리 (영수송동),94493,유한회사 남,악기제조 및 조율사,011-847-0848,jiajang@daum.net,eheo,10.192.106.240,5414510102660781,1973-10-11,94,8.61473497330284,938271,350,3367,55,권민서,인천광역시 강동구 잠실9거리 (영수송동),94493,유한회사 남,악기제조 및 조율사,011-847-0848,jiajang@daum.net,eheo,10.192.106.240,5414510102660781,1973-10-11,94,8.61473497330284,938271,350,3367
56,58bcc70c0e1ead10857a4b2deb02f167a42461fe5ff5b0040f93ef822b538c2c,김현주,경기도 부천시 오정구 백제고분15거리 (은지백마을),15177,유한회사 이노박,떡제조원,043-622-5096,bgim@yu.kr,jicunja,192.168.99.74,4947372351048666,2007-10-05,23,5.3956432059013,798782,377,4122,56,김현주,경기도 부천시 오정구 백제고분15거리 (은지백마을),15177,유한회사 이노박,떡제조원,043-622-5096,bgim@yu.kr,jicunja,192.168.99.74,4947372351048666,2007-10-05,23,5.3956432059013,798782,377,4122
57,5436508fb28e193da4a51c675d96e1d412d5e2ab3e128e509a27efccff2a9240,김채원,전라북도 옥천군 석촌호수35가 (서영권이리),58471,최김이,섬유공학 기술자 및 연구원,031-697-3007,jihu33@jusighoesa.kr,ansubin,172.29.121.110,30043853953028,1974-12-21,60,2.323493,180813,186,6432,57,김채원,전라북도 옥천군 석촌호수35가 (서영권이리),58471,최김이,섬유공학 기술자 및 연구원,031-697-3007,jihu33@jusighoesa.kr,ansubin,172.29.121.110,30043853953028,1974-12-21,60,2.323493,180813,186,6432
58,5613bf613df8da20ca171ba2110c3b2558506e8e0af57891dcf0c056f41b7718,주영진,강원도 하남시 논현거리,42567,유한회사 문김김,번역가,017-160-7142,ugweon@dreamwiz.com,lgim,172.27.18.30,4294726513232,2013-10-30,97,5.97502391644856,76695,822,9396,58,주영진,강원도 하남시 논현거리,42567,유한회사 문김김,번역가,017-160-7142,ugweon@dreamwiz.com,lgim,172.27.18.30,4294726513232,2013-10-30,97,5.97502391644856,76695,822,9396
59,fe38739fb81956f6064587c7a78565fa71448c44408b48012122e7e7ea83e1a6,김우진,대구광역시 광진구 서초중앙4길 (성호송읍),36104,류신,직조기 및 편직기 조작원,019-009-3579,geonu25@nate.com,jieungim,172.26.94.201,4431924235416866,1974-10-14,83,6.691459,237760,806,6739,59,김우진,대구광역시 광진구 서초중앙4길 (성호송읍),36104,류신,직조기 및 편직기 조작원,019-009-3579,geonu25@nate.com,jieungim,172.26.94.201,4431924235416866,1974-10-14,83,6.691459,237760,806,6739
60,25b30bd22b6218deda2022fccd2c726bd6da37b4b624ca72028b587bed7b8908,최우진,경기도 김포시 학동83거리 (정호허이리),95074,김이김,기타 목재 및 종이 관련 기계조작원,011-217-9356,eunjeong13@ryugim.kr,eunjeongi,172.20.52.220,564337516251,1981-07-23,56,8.3,141760,525,235,60,최우진,경기도 김포시 학동83거리 (정호허이리),95074,김이김,기타 목재 및 종이 관련 기계조작원,011-217-9356,eunjeong13@ryugim.kr,eunjeongi,172.20.52.220,564337516251,1981-07-23,56,8.3,141760,525,235
61,a94483aff86454580a66cf4794f417e1b406b6dde7de2e5796a4a0b3e07356b6,김상훈,대전광역시 서대문구 가락8가 (보람김안읍),35119,주차,건축 석공,011-692-9731,seonghun87@gimjoryu.com,useong,172.23.114.229,4510378238095,1999-10-02,50,4.48220859252,394946,904,1466,61,김상훈,대전광역시 서대문구 가락8가 (보람김안읍),35119,주차,건축 석공,011-692-9731,seonghun87@gimjoryu.com,useong,172.23.114.229,4510378238095,1999-10-02,50,4.48220859252,394946,904,1466
62,c1ce757c52862f31178c2e77cb391dc605735ea5416c50d2b68dd1c0f559049e,최재현,인천광역시 강북구 강남대거리,28078,주식회사 오,무역 사무원,070-4333-6520,sunogno@ju.com,bagyeeun,10.97.45.19,4199453323236301,1995-04-12,76,1.803849071087,410353,504,6390,62,최재현,인천광역시 강북구 강남대거리,28078,주식회사 오,무역 사무원,070-4333-6520,sunogno@ju.com,bagyeeun,10.97.45.19,4199453323236301,1995-04-12,76,1.803849071087,410353,504,6390
63,1d4a516ebe2acdffd5da7ab190d0c61871ba892df25f528915a84e787360a78f,박수민,제주특별자치도 철원군 영동대2로,30439,김이,기타 목재 및 종이 관련 기계조작원,019-400-0413,jiminbag@yuhanhoesa.com,jcoe,10.138.189.98,213145874639038,1996-10-14,20,6.36571736,451284,663,5526,63,박수민,제주특별자치도 철원군 영동대2로,30439,김이,기타 목재 및 종이 관련 기계조작원,019-400-0413,jiminbag@yuhanhoesa.com,jcoe,10.138.189.98,213145874639038,1996-10-14,20,6.36571736,451284,663,5526
64,863ecfd7228c0856c236ce48331bf756489d8faade33e7d8d8762c52841a4f58,김명숙,인천광역시 서대문구 영동대로 (서윤이읍),74799,유한회사 서,무용가 및 안무가,031-731-2428,eungyeong38@hanmail.net,hyeonjuni,192.168.88.198,4471660608893,2019-10-25,45,5.197938283,661931,548,270,64,김명숙,인천광역시 서대문구 영동대로 (서윤이읍),74799,유한회사 서,무용가 및 안무가,031-731-2428,eungyeong38@hanmail.net,hyeonjuni,192.168.88.198,4471660608893,2019-10-25,45,5.197938283,661931,548,270
65,893f05cca9f0bdf66d78944a09e9cbe3a1ddc76838e329cae5d22a339b45e272,이서영,전라남도 철원군 백제고분38길 (은서권마을),44722,(유) 김,음식서비스관련 관리자,02-2345-3185,jaeho75@yuhanhoesa.com,hyeonjiha,192.168.169.167,38059548777020,1988-03-15,97,3.4345,545674,41,6164,65,이서영,전라남도 철원군 백제고분38길 (은서권마을),44722,(유) 김,음식서비스관련 관리자,02-2345-3185,jaeho75@yuhanhoesa.com,hyeonjiha,192.168.169.167,38059548777020,1988-03-15,97,3.4345,545674,41,6164
66,60dbb6453448c39993cdd41edf3451a7d5e0eaf298207ee001f110c4d7785c8c,김영희,부산광역시 동대문구 영동대거리 (건우김박면),11812,주식회사 이서김,변리사,041-282-0343,yeongsugbag@heohwangsong.com,gangseongmin,172.17.225.77,4773767777593022,2005-01-17,80,8.1430365316,665873,686,1535,66,김영희,부산광역시 동대문구 영동대거리 (건우김박면),11812,주식회사 이서김,변리사,041-282-0343,yeongsugbag@heohwangsong.com,gangseongmin,172.17.225.77,4773767777593022,2005-01-17,80,8.1430365316,665873,686,1535
67,fb8a6ce5d0214341f9c78591b4e4ef31050cc952a56ef18c3a597fe0dcb3cd49,이민재,대구광역시 광진구 논현904길,1740,김김,기타 섬유 및 가죽 관련 기능 종사원,044-929-1094,eunseo37@hotmail.com,hyeonjigim,172.22.21.10,346993786422393,1996-02-27,99,8.39041844774,292618,747,535,67,이민재,대구광역시 광진구 논현904길,1740,김김,기타 섬유 및 가죽 관련 기능 종사원,044-929-1094,eunseo37@hotmail.com,hyeonjigim,172.22.21.10,346993786422393,1996-02-27,99,8.39041844774,292618,747,535
68,88e43563eb048331cecc5f4f6823b2328bb482be858f5984ec8fe93e6bad1e78,김하은,울산광역시 양천구 반포대434길 (하윤장마을),90558,김한김,환경 미화원 및 재활용품 수거원,062-853-8131,eungyeongjang@gmail.com,jiweoni,10.194.191.201,3515999916486389,2008-12-08,45,2.5,571569,204,7818,68,김하은,울산광역시 양천구 반포대434길 (하윤장마을),90558,김한김,환경 미화원 및 재활용품 수거원,062-853-8131,eungyeongjang@gmail.com,jiweoni,10.194.191.201,3515999916486389,2008-12-08,45,2.5,571569,204,7818
69,7109b84353bb31d935391d9294fe71155d9e618e1273b2f1531e912318610f60,김유진,광주광역시 강남구 서초대로,25168,(주) 이안김,예능 강사,055-368-9476,seongjin23@igim.com,dmun,10.89.83.241,342884337947976,2001-03-13,44,3.16,380734,854,9806,69,김유진,광주광역시 강남구 서초대로,25168,(주) 이안김,예능 강사,055-368-9476,seongjin23@igim.com,dmun,10.89.83.241,342884337947976,2001-03-13,44,3.16,380734,854,9806
70,34fe23cf9636ea9d587823e90887a150c7e22e6f330dcae8ff5d3fa1bbc37852,최예진,서울특별시 성북구 잠실3길,99398,유한회사 김,선박 갑판승무원 및 관련 종사원,052-869-8854,myeongjagim@naver.com,junhoi,172.16.117.67,30158588433524,2004-07-13,90,1.93222811487,683106,891,2209,70,최예진,서울특별시 성북구 잠실3길,99398,유한회사 김,선박 갑판승무원 및 관련 종사원,052-869-8854,myeongjagim@naver.com,junhoi,172.16.117.67,30158588433524,2004-07-13,90,1.93222811487,683106,891,2209
71,c4f0ad5f4a97c4ba3bc11f6d661db99bcc08cd3121e329363c7155984a0c7328,김은주,서울특별시 노원구 삼성로 (수민이동),2723,김김박,곡식작물 재배원,070-4835-9816,eunji74@yu.kr,migyeong01,172.25.99.1,30434746009708,2011-06-15,29,3.765977640782,299351,954,4998,71,김은주,서울특별시 노원구 삼성로 (수민이동),2723,김김박,곡식작물 재배원,070-4835-9816,eunji74@yu.kr,migyeong01,172.25.99.1,30434746009708,2011-06-15,29,3.765977640782,299351,954,4998
72,caf36247fd592c6b1812c628345b69b920ece1c8ea3e15242862befcc8707288,노정웅,경상북도 서천군 개포774길,52971,(주) 김,웹 개발자,055-174-7682,cunja36@hanmail.net,gyeongsuhan,172.22.4.159,4083023606124521,2018-03-29,14,3.0,929010,336,4657,72,노정웅,경상북도 서천군 개포774길,52971,(주) 김,웹 개발자,055-174-7682,cunja36@hanmail.net,gyeongsuhan,172.22.4.159,4083023606124521,2018-03-29,14,3.0,929010,336,4657
73,e156770ced012a06461e24cd9a8318aae9a83acaab7b277ff104d4397e89be88,박경자,강원도 보령시 역삼7로,12118,최나,상/하수도 처리장치 조작원,011-259-1978,minjunbag@dreamwiz.com,iseohyeon,10.71.64.127,5168854941643964,2010-10-09,22,8.31356152,677551,618,7850,73,박경자,강원도 보령시 역삼7로,12118,최나,상/하수도 처리장치 조작원,011-259-1978,minjunbag@dreamwiz.com,iseohyeon,10.71.64.127,5168854941643964,2010-10-09,22,8.31356152,677551,618,7850
74,866cd269d3ff5014cece938df15524672537b7253b659875c9a8531f2d8d169c,허성진,세종특별자치시 강남구 석촌호수가 (영일이리),75382,전이,물품이동 장비 조작원,041-561-7325,jeonghyigim@hotmail.com,hyeonsug69,172.18.235.79,3593652289113826,1975-02-09,65,1.2815758,726549,772,1439,74,허성진,세종특별자치시 강남구 석촌호수가 (영일이리),75382,전이,물품이동 장비 조작원,041-561-7325,jeonghyigim@hotmail.com,hyeonsug69,172.18.235.79,3593652289113826,1975-02-09,65,1.2815758,726549,772,1439
75,d6afbbefeb937109f96b5f5421c8eb64694e8e2d4534cefffa5ba4a805f629f7,류예진,울산광역시 동대문구 석촌호수가 (은경이동),97230,(유) 이,국악 및 전통예능인,011-296-6385,eunseo46@bagii.net,jiweon93,10.241.21.104,6517010689748509,1998-05-20,6,1.43493732594946,134381,190,8738,75,류예진,울산광역시 동대문구 석촌호수가 (은경이동),97230,(유) 이,국악 및 전통예능인,011-296-6385,eunseo46@bagii.net,jiweon93,10.241.21.104,6517010689748509,1998-05-20,6,1.43493732594946,134381,190,8738
76,e57a2fc7529930d46edee4d20ee17e70001fd51a267c11768f9a0dc6dab2fdc1,김도현,충청남도 파주시 봉은사632가 (병철고면),10893,(주) 윤,섬유공학 기술자 및 연구원,052-725-9249,gimhaeun@gmail.com,minjun99,10.221.136.6,4089851153246569558,1972-06-11,83,1.431535,317004,72,7834,76,김도현,충청남도 파주시 봉은사632가 (병철고면),10893,(주) 윤,섬유공학 기술자 및 연구원,052-725-9249,gimhaeun@gmail.com,minjun99,10.221.136.6,4089851153246569558,1972-06-11,83,1.431535,317004,72,7834
77,3ce2c52df9e92052d433b2449b5f33dd97c344aaeffd9f5e006a3ae933126a5a,최수진,전라북도 예산군 강남대6가,79417,유한회사 송김박,운송 사무원,053-386-4038,jeongsugim@daum.net,tgim,10.119.223.236,4966403235797,2015-09-14,50,4.27,164179,409,6415,77,최수진,전라북도 예산군 강남대6가,79417,유한회사 송김박,운송 사무원,053-386-4038,jeongsugim@daum.net,tgim,10.119.223.236,4966403235797,2015-09-14,50,4.27,164179,409,6415
78,98bbb2f3c8ffa8e403751db051f7b5a31498137940e50b01d237557a89bdd124,서준서,충청남도 보령시 영동대4로 (춘자한장면),46299,이오황,화물차 및 특수차 운전원,031-061-2256,sumin31@live.com,jungsu25,10.37.24.95,180087675021637,1994-08-03,32,6.455,763768,705,9624,78,서준서,충청남도 보령시 영동대4로 (춘자한장면),46299,이오황,화물차 및 특수차 운전원,031-061-2256,sumin31@live.com,jungsu25,10.37.24.95,180087675021637,1994-08-03,32,6.455,763768,705,9624
79,2cc0d1f43b0e59cc929a49d62414227944658c64e5e449964efd054768e14173,한예지,대전광역시 남구 강남대로,20269,윤안,출납창구 사무원,011-561-9586,zi@live.com,cgim,192.168.28.132,180028055397536,2009-12-17,81,6.394,281919,192,4064,79,한예지,대전광역시 남구 강남대로,20269,윤안,출납창구 사무원,011-561-9586,zi@live.com,cgim,192.168.28.132,180028055397536,2009-12-17,81,6.394,281919,192,4064
80,24069004ae289e583afeb41e969e0f2b8c1b7d80326dcf9be9ec7411698dd33b,장지현,충청북도 충주시 압구정거리 (진호전동),78855,김배,배우 및 모델,044-661-6402,yeongsungim@jangcoe.net,jiweonjang,192.168.50.51,4756049155404021410,2005-07-26,43,3.405816284335,645807,696,1571,80,장지현,충청북도 충주시 압구정거리 (진호전동),78855,김배,배우 및 모델,044-661-6402,yeongsungim@jangcoe.net,jiweonjang,192.168.50.51,4756049155404021410,2005-07-26,43,3.405816284335,645807,696,1571
81,bef99eeb6e6389703b5318b99ea03d8d9187f9800374c466fd2a6ae64da3c8ee,김지원,경상남도 연천군 잠실로,49329,황이,인터넷 판매원,054-779-9595,eungyeonggim@yu.kr,haeunyang,172.25.216.249,4920044031778727774,2009-06-28,51,3.3,319188,200,8625,81,김지원,경상남도 연천군 잠실로,49329,황이,인터넷 판매원,054-779-9595,eungyeonggim@yu.kr,haeunyang,172.25.216.249,4920044031778727774,2009-06-28,51,3.3,319188,200,8625
82,f3ea05e3c808ef144db4f1d98793db15f1d0f6a0b6e149bafa4d876e9d560f25,허상호,강원도 하남시 오금길 (예진이이리),49722,유한회사 차,기타 종교관련 종사자,017-012-3599,wgim@yu.org,ujang,192.168.67.1,343263044873974,1981-09-12,14,1.5715,674403,186,3958,82,허상호,강원도 하남시 오금길 (예진이이리),49722,유한회사 차,기타 종교관련 종사자,017-012-3599,wgim@yu.org,ujang,192.168.67.1,343263044873974,1981-09-12,14,1.5715,674403,186,3958
83,a716312b9827d16a1b61a468c1760d0d315ec621f6223f90abf85579e1f50c61,이미경,울산광역시 서구 잠실가,37378,(유) 이,상담 전문가 및 청소년 지도사,052-107-8440,yejingim@daum.net,njin,172.30.171.34,372200057134401,2016-10-27,41,7.996759,422887,751,6498,83,이미경,울산광역시 서구 잠실가,37378,(유) 이,상담 전문가 및 청소년 지도사,052-107-8440,yejingim@daum.net,njin,172.30.171.34,372200057134401,2016-10-27,41,7.996759,422887,751,6498
84,408184fd8069021a6d8c87e0d8c7e94784051d9202d64dbc921e9b0541fb41a0,김보람,경상남도 당진시 봉은사거리 (옥자이지마을),51856,주식회사 박,전기 및 전자 설비 조작원,054-264-8279,yunjieun@jusighoesa.com,mgang,192.168.110.114,4426703665996625466,1970-02-28,65,5.17499559306429,932172,371,178,84,김보람,경상남도 당진시 봉은사거리 (옥자이지마을),51856,주식회사 박,전기 및 전자 설비 조작원,054-264-8279,yunjieun@jusighoesa.com,mgang,192.168.110.114,4426703665996625466,1970-02-28,65,5.17499559306429,932172,371,178
85,879fbfd675a34ad3b2724c4ec94988dc267c8e2492aa9dd8010964ca9c4c90fb,권민석,울산광역시 노원구 강남대가 (수민이강읍),48547,진이,인사 및 교육/훈련 사무원,062-240-3006,jeongsig58@hwanggimgim.com,ryucaeweon,172.19.125.74,3514275439685141,1987-08-27,5,5.261754054,54901,89,6038,85,권민석,울산광역시 노원구 강남대가 (수민이강읍),48547,진이,인사 및 교육/훈련 사무원,062-240-3006,jeongsig58@hwanggimgim.com,ryucaeweon,172.19.125.74,3514275439685141,1987-08-27,5,5.261754054,54901,89,6038
86,a6ece1b636088887bed0d98612613b3700fe1425531d8726c5fc973a61e8dde3,백서윤,경상남도 화천군 압구정로,42569,(유) 김,행사기획자,019-124-5100,sonjihyeon@live.com,sgim,10.69.75.227,3531564492365223,2007-08-30,24,7.4996084281,732554,686,6726,86,백서윤,경상남도 화천군 압구정로,42569,(유) 김,행사기획자,019-124-5100,sonjihyeon@live.com,sgim,10.69.75.227,3531564492365223,2007-08-30,24,7.4996084281,732554,686,6726
87,0e3d1ff5111b4fe10af191b5bf69378159bd7ca6cba1eb7262a405c18088afe2,김혜진,제주특별자치도 시흥시 도산대가,48443,(주) 이김김,통신서비스판매원,010-5206-5882,ijeonghyi@hanicoe.org,junyeongyun,172.29.149.23,3573569406436076,1992-04-16,25,2.714351,466627,492,5893,87,김혜진,제주특별자치도 시흥시 도산대가,48443,(주) 이김김,통신서비스판매원,010-5206-5882,ijeonghyi@hanicoe.org,junyeongyun,172.29.149.23,3573569406436076,1992-04-16,25,2.714351,466627,492,5893
88,d40a16374040c8925cbef829db5fe9081e2b2e7fa968146b68a0555290ef0cb4,김보람,충청남도 괴산군 테헤란9로 (유진최송읍),5490,주식회사 손박김,농업용 및 기타 기계장비 설치 및 정비원,064-769-5293,cajunyeong@yuhanhoesa.com,gimjongsu,192.168.38.88,4030439236300910142,2010-12-10,63,6.54737424,347182,229,4498,88,김보람,충청남도 괴산군 테헤란9로 (유진최송읍),5490,주식회사 손박김,농업용 및 기타 기계장비 설치 및 정비원,064-769-5293,cajunyeong@yuhanhoesa.com,gimjongsu,192.168.38.88,4030439236300910142,2010-12-10,63,6.54737424,347182,229,4498
