IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
127,이재호,세종특별자치시 도봉구 논현길 (영자노김동),90575,김서박,기타 식품가공관련 종사원,064-753-8517,zjeong@gmail.com,ijiyeong,192.168.154.167,4820923412263,2010-04-27,67,1.19548,321350,842,5348
128,김상철,충청북도 영월군 삼성16로 (선영손김면),42995,주식회사 김,철근공,054-765-4967,guhyeonu@gmail.com,ycoe,192.168.52.143,4842696454642894215,2021-09-08,61,4.337,519781,570,1787
129,김민서,대전광역시 동구 압구정21길,98095,이김한,위생사,054-934-3761,ljeong@naver.com,di,10.177.72.117,4492738173067280684,1985-05-23,46,3.2535596073,27478,644,1698
130,최정식,서울특별시 중랑구 백제고분241가,08516,유한회사 이,판금기 조작원,02-8173-6570,gyeongsuggim@dreamwiz.com,seongho73,192.168.239.202,4710675174147712,2017-03-29,34,1.2335578769588,611851,512,5258
131,양지연,강원도 수원시 반포대6가 (도윤임동),20145,장최,부동산 컨설턴트 및 중개인,031-298-7804,migyeong93@gimyungim.com,hseo,192.168.143.210,4238849900208285716,1979-10-09,86,5.324,842675,671,7111
132,한준서,충청북도 안양시 만안구 석촌호수0거리 (동현김김리),97853,김최박,이용사,042-935-6411,eungyeonggim@ju.com,jieun32,10.231.47.54,180064540352471,1984-08-20,55,6.817883642,587919,699,9087
133,전민재,충청남도 안양시 영동대858로,05060,성조이,기타 경호 및 보안 관련 종사원,070-1650-3570,jeongungi@gimgim.com,coeeunseo,10.137.99.196,4761239405189,1985-12-31,38,8.6360803,865704,579,5950
134,김현정,충청북도 양주시 논현48가 (영미강이리),53063,이이,회계 사무원,044-678-3708,coeyeongil@gmail.com,cgweon,172.17.198.83,6011389796610716,2019-03-07,64,8.6215584496355,546635,957,4205
135,전성민,부산광역시 성동구 도산대로,69326,유한회사 이김이,소방공학 기술자 및 연구원,02-1888-9574,vseo@hotmail.com,yeongsubae,172.21.126.15,4482342980964590810,2014-05-28,76,4.488512,16525,448,9755
136,송은경,전라북도 옥천군 역삼800거리 (성민이권면),45852,유한회사 노,간병인,032-085-4047,jinho83@iyun.com,yejingang,192.168.25.29,180045444141813,2009-04-03,67,1.421519791184,108642,723,7310
137,김선영,충청북도 춘천시 언주거리 (순자류면),10575,장윤최,판사 및 검사,061-965-0703,yeongjinjeong@sonno.org,qgim,172.19.34.60,3569988593492989,2005-07-22,15,7.498,946963,601,4421
138,강지민,광주광역시 영등포구 석촌호수520로,90165,(유) 이,감사 사무원,018-129-8188,qyu@bagha.org,junhyeog53,10.217.241.111,4257535059658614,2002-07-23,39,1.1847927282016,702695,27,2104
139,이준혁,강원도 화성시 학동581거리,31654,김김양,금속기계부품 조립원,061-590-0245,gimjeongsig@nate.com,mi,10.51.236.141,5393040971963061,1980-12-04,67,6.78,868123,472,7978
140,권준혁,제주특별자치도 보령시 역삼13길,17076,주식회사 김김김,매장계산원 및 요금정산원,043-059-0748,seungmini@baggimi.com,seonyeonghong,192.168.194.24,3550801073437773,1971-02-09,60,7.52215884523,218603,557,2533
141,김성수,충청남도 정선군 선릉75거리 (지영김마을),71838,(유) 김김김,무인 경비원,044-164-8293,sunog67@live.com,minseogim,192.168.217.240,4112135675191958350,2003-07-09,70,5.55399,963646,18,8120
142,전민석,대구광역시 광진구 삼성07가 (현주이김면),84916,(유) 김,식품 및 담배 등급원,011-607-3818,lgang@coegang.com,ji,10.231.93.160,30247813304459,1991-02-25,88,1.7457,732489,336,7351
143,이민서,경기도 광주시 서초대길,96526,류김홍,감사 사무원,062-531-9599,ggim@gimbag.com,mbag,192.168.114.228,4687350880420394,1982-09-06,53,4.611629350469,370753,708,5772
144,이예원,서울특별시 영등포구 학동가,22698,주식회사 한박이,감정평가 전문가,062-658-7415,ecoe@ju.net,eunjeongbag,172.21.70.243,3516317122721953,1997-02-13,39,4.35426335184439,110022,379,1141
145,박수진,부산광역시 동작구 서초대거리,52596,유한회사 강김김,전기 부품 및 제품제조 기계조작원,033-968-5268,fbag@hotmail.com,yejinbag,192.168.86.10,4112996587828787,1972-04-14,45,8.5891,568304,327,2920
146,안민준,강원도 부천시 원미구 도산대길,91682,(주) 이이최,철로 설치 및 보수원,032-653-8352,ybag@dreamwiz.com,seongmin58,10.37.124.224,180003643201656,1972-08-02,83,2.63654963416742,270818,973,9580
147,신보람,경상남도 청주시 상당구 석촌호수8거리 (서준이최동),92674,김박,생명과학 시험원,052-500-2931,yeongjin67@gmail.com,ijeongho,192.168.128.11,4774676310308377,2005-04-13,42,7.46851475,622657,353,6011
148,박지후,경상북도 충주시 영동대64길 (현주김마을),63327,(주) 이최홍,교육 관리자,02-8727-4391,isanghun@live.com,yeongsigcoe,10.180.2.220,2275386811329876,2006-12-22,88,6.5,895835,613,1661
149,나상훈,대구광역시 용산구 서초대가 (우진이동),88041,김최박,주차 관리원 및 안내원,053-229-3738,yeweon06@hotmail.com,sgim,192.168.218.18,4747275470673340647,1980-01-28,61,5.8797597442015,705387,667,5149
150,이민석,충청남도 아산시 가락9가 (준서장김마을),60706,유한회사 서,약사 및 한약사,044-780-6305,rcoe@gimbagbag.org,gimyeongmi,10.17.103.38,3503190393553131,2004-05-01,42,6.276,327300,141,1852
151,조병철,서울특별시 동작구 학동로 (은영안김면),64918,이이,주조원,054-154-8422,pcoe@daum.net,mijeong09,172.16.35.11,676222954130,1975-10-19,11,3.6979956,302337,563,7245
152,김수빈,경기도 서산시 석촌호수351길 (성진박동),08245,서김,전기/전자 및 기계 공학 시험원,064-783-1400,gbag@gangheoi.com,hjin,192.168.159.18,580300521292,2013-12-18,5,6.56946977229,361775,675,7274
153,강지영,경상북도 양양군 오금4로 (정순박마을),08560,(유) 김안서,출납창구 사무원,032-384-0122,sunoghong@ju.com,isangceol,172.30.13.44,5215180455999326,1984-08-24,59,4.7595001248572,518730,819,6539
154,최옥순,부산광역시 강서구 잠실거리 (은정김읍),00302,(유) 배우윤,정보통신관련 관리자,017-316-2510,jeongnam11@daum.net,jeongsigbag,192.168.230.180,6011445002964444,1998-07-18,56,8.8105775,269428,184,8068
155,이은지,대구광역시 동대문구 학동13로,02234,조송이,노점 및 이동 판매원,062-129-0548,yuneunseo@jangbaena.kr,junho69,172.22.137.158,6011712283343493,2018-10-11,63,5.4949,709527,677,5336
156,안영철,광주광역시 성동구 석촌호수7로 (영식이박리),14289,최백김,아나운서 및 리포터,019-106-5170,jihungim@gmail.com,myeongsug27,172.24.235.0,6598425815898980,1976-06-15,47,5.7,34368,39,3406
157,김순자,광주광역시 송파구 서초중앙로 (영철전우마을),79837,주식회사 김배고,기타 경호 및 보안 관련 종사원,070-1427-5541,cunjagim@sonbagi.kr,bagjihun,10.186.97.33,4102439033196519,1972-10-24,96,4.874956388605,599118,698,8143
158,이춘자,세종특별자치시 중랑구 선릉로,21413,유한회사 나,기타 운송장비 정비원,019-124-8357,jinseonghun@jusighoesa.net,wgang,172.27.226.248,4417176104713661,2019-01-07,75,5.5009094,331840,650,7062
159,양지후,전라북도 안산시 단원구 백제고분거리 (채원심마을),26437,(주) 이,보험 심사원 및 사무원,062-730-1067,hno@ju.org,seoyuni,10.79.157.98,4671675095205281,1974-11-04,13,1.7945,596850,175,6943
160,이현지,대전광역시 중랑구 봉은사1로,97690,나김,결혼 상담원 및 웨딩플래너,011-647-3528,jeonghunmun@yuhanhoesa.com,jeonghyi14,10.85.243.157,4781401421480613938,1988-08-29,57,1.2195398032739,853258,814,1054
161,김정호,제주특별자치도 계룡시 논현142길,93482,(주) 이최하,화물차 및 특수차 운전원,011-823-7482,iyeonghwan@baggim.org,munyeongceol,192.168.137.248,3523856770183231,2008-02-18,29,1.567205829,861113,643,1505
162,강동현,부산광역시 중구 서초대거리,57838,김권고,조경원,017-260-8920,hyeonjun86@baggim.com,yujino,10.89.16.112,4739839772861895,2013-12-26,57,4.18,274612,864,8478
163,이숙자,서울특별시 서대문구 석촌호수거리 (지원홍읍),85280,안손서,아나운서 및 리포터,064-797-2049,lgim@jusighoesa.com,lo,10.213.25.34,3569375078659987,1980-11-29,64,2.0,257499,88,4563
164,김지후,제주특별자치도 군포시 봉은사거리 (수빈최면),45156,(주) 김,철도 및 전동차 기관사,062-082-4461,gimyeongsug@hotmail.com,yujin97,192.168.78.111,4148571050807176,1983-11-30,15,4.4,196011,382,9844
165,이민지,충청남도 금산군 서초대가,57314,(유) 이김윤,응급구조사,061-534-6594,gimsanghyeon@dreamwiz.com,gyeongsu36,10.130.160.47,6011358802155115,1990-02-25,3,7.96836141461,469562,489,1708
166,이미영,대구광역시 노원구 언주6가 (중수황이마을),94966,류이,선박 갑판승무원 및 관련 종사원,016-283-7620,songjunyeong@yuhanhoesa.kr,gimhayun,172.22.49.70,2257332840480845,2019-03-08,8,1.79,928969,14,5868
167,문재호,충청남도 강릉시 양재천525길 (경희지이읍),58712,유한회사 이남홍,일반 의사,053-127-5312,wcoe@ryugimbag.com,ijiyeong,10.36.103.245,2659275484376874,1982-02-20,60,5.120696653,63635,994,1848
168,최민지,충청북도 증평군 반포대길 (영희신리),14244,주식회사 남남홍,무용가 및 안무가,041-493-4231,cgo@gimigim.com,eunyeongi,172.18.249.24,374243916632700,2020-06-08,11,2.9,966314,490,5587
169,박영철,충청북도 공주시 서초대거리 (영희나동),57955,송전,보일러 설치 및 정비원,062-782-7069,yeongil31@gimgim.org,miyeongi,172.20.9.250,373307958417410,1998-09-30,52,1.7543185979,26852,47,1786
170,손시우,제주특별자치도 김포시 봉은사가 (옥순박남리),45951,김최,주유원,064-705-9037,songbyeongceol@hanmail.net,ujin54,172.19.60.119,6566461469282146,2002-10-09,37,5.963168,715931,173,6395
171,고민석,부산광역시 은평구 가락411가,39083,(주) 김,영상 및 관련 장비 설치 및 수리원,041-412-4755,scoe@yu.kr,qheo,192.168.17.169,4733675765686149216,1977-04-25,10,3.985,429626,102,4219
172,김순옥,제주특별자치도 안성시 오금거리 (영수이황읍),76394,(유) 오,주방 보조원,062-128-6550,jieun93@josoni.net,gyeongjagim,172.30.30.179,3535918994519347,2013-01-01,42,6.5,559195,174,1340
173,배정희,부산광역시 관악구 개포거리 (영숙김읍),74141,송성양,조명기사 및 영사기사,064-769-1927,ygwag@dreamwiz.com,yeongjin80,172.23.146.160,4580404378793,1981-06-27,43,2.75295553411934,479302,311,2943
174,최광수,강원도 옥천군 오금길 (민석오면),12458,박홍,기타 기능관련 종사원,018-180-0869,yeongil65@imseo.kr,gimyeonghyi,172.27.58.53,6011348542830762,1995-02-19,38,6.95493646721632,533656,59,1635
175,김숙자,광주광역시 은평구 언주28가,78293,유한회사 이,감사 사무원,052-067-2299,jiu97@live.com,di,172.30.221.115,5232892461238759,2017-06-06,4,3.892457392,386203,870,4831
176,김준호,경기도 의왕시 언주길,74804,이김안,네트워크시스템 개발자,051-189-1510,baegeunju@dreamwiz.com,yyu,10.164.251.222,676113355231,2008-12-28,60,3.343022116091,249537,250,8599
177,김경희,제주특별자치도 고양시 강남대12길 (유진손읍),90311,손허이,자연과학 시험원,043-720-4677,sumini@sonbaghan.kr,gimminjae,172.20.169.196,4089275992704751713,2007-06-16,63,5.109985995382,723559,236,6466
178,장정자,울산광역시 송파구 학동2거리,11821,유한회사 박최이,기타 사회복지관련 종사원,054-198-0290,yejungang@nate.com,jihyeon18,192.168.247.247,3561362509683487,2005-02-12,83,3.9080298754103,791717,815,8855
179,백종수,세종특별자치시 중구 양재천684가 (수빈남나동),70933,(주) 황김이,전기 부품 및 제품제조 기계조작원,055-313-4798,ijeongnam@yuhanhoesa.org,subin18,172.25.220.178,4578081483831727,2014-06-26,87,7.8372,784717,825,7011
180,김성호,경상북도 성남시 중원구 언주가,56180,이손,통역가,062-121-4231,bagjiweon@munhan.kr,jeongsuan,192.168.195.184,180058694005836,2003-06-15,41,8.9187584804,392415,50,8065
181,이예진,전라남도 파주시 잠실468거리,43719,김강,일반기계 조립원,033-923-6103,sunog70@gimgim.com,munyeongmi,10.184.9.216,2710606876734360,1989-04-18,30,2.10825,329626,813,8564
182,김영수,인천광역시 광진구 잠실가,75617,(주) 김백한,기타 문리/기술 및 예능 강사,063-412-0279,jiyeongim@live.com,igim,192.168.15.98,213181784075286,2017-12-11,63,6.8,529379,75,7725
183,최정희,충청북도 동해시 잠실5길,74213,안오,무역 사무원,016-587-1540,jeongnam50@naver.com,donghyeon95,172.24.228.209,4418971198523177,1980-05-22,43,2.1962765517,697315,879,7195
184,송영길,부산광역시 중랑구 봉은사길,13351,김한이,지휘자/작곡가 및 연주가,064-729-0199,coeyeongsug@ju.com,seongmin60,10.67.184.30,213150029974751,2004-09-09,3,3.4108935,908389,151,9872
185,이유진,인천광역시 중구 논현길 (미정오리),09221,김진이,보조 교사 및 기타 교사,051-964-5657,rbag@iigim.org,imigyeong,192.168.234.190,630483689109,1979-07-13,46,4.837,176226,40,6145
186,최준영,세종특별자치시 성동구 삼성가,49900,윤김,귀금속 및 보석 세공원,064-791-9149,ji@live.com,ii,172.19.118.106,6560823821673815,2008-08-02,45,8.8342288299032,994981,872,764
187,고현준,충청북도 부천시 오금길,29921,유한회사 심,기타 배달원,033-702-2133,sanghungim@yanggim.com,jiyeonggweon,192.168.25.48,373467743902157,1995-04-09,36,6.793724699,864329,450,191
188,나종수,경상북도 가평군 양재천160거리,53388,윤이,전자 부품 및 제품 제조 기계조작원,055-515-5624,hyejini@live.com,mbag,172.18.153.30,676288272633,2002-12-07,10,7.76,798065,87,158
189,이중수,충청북도 보은군 선릉83길,43778,(주) 홍박지,조적공 및 석재 부설원,054-175-3496,yeongceol04@igweonbae.org,hyeonjeongbag,172.26.27.206,3588339253108670,1977-09-20,14,4.175765,477478,611,2702
190,김옥자,제주특별자치도 양양군 서초중앙길 (민석강마을),71177,주식회사 유나박,기자 및 논설위원,051-641-4230,gimjaehyeon@gmail.com,yeonggilo,10.171.70.90,3524272627929348,1989-12-20,27,3.99119,656865,950,765
191,한정남,광주광역시 광진구 언주1가,65327,이하배,자재관리 사무원,053-158-0324,qbag@naver.com,ihan,10.104.134.236,3593530969634545,2004-05-21,86,4.541,533333,952,5163
192,권우진,경상북도 옥천군 양재천850거리,12144,(주) 이,표백 및 염색 관련 조작원,042-977-3367,vgim@gmail.com,seongsugim,172.18.5.108,4231126238985119,2019-11-22,2,8.303100463,571881,790,3958
193,조시우,전라북도 하남시 서초중앙길,46965,(유) 문,채소 및 특용작물 재배원,064-768-2068,ujincoe@nate.com,tjeon,172.24.93.60,4450066468725271988,1993-12-29,93,3.2500713444,518540,132,1168
194,박채원,광주광역시 강남구 테헤란길 (정순성리),42558,주식회사 권이남,육아 도우미,053-669-9018,jangyeongsu@yuhanhoesa.net,gimjeongsug,10.61.87.236,4881433894891737,1989-02-13,24,6.7282,501480,457,5150
195,손지훈,세종특별자치시 용산구 압구정33길,49850,김김,한복 제조원,053-954-7738,gangminji@igimjang.net,bageunji,192.168.25.151,4987443826676,1976-05-30,22,2.43664526,971435,896,4494
196,서예지,서울특별시 강남구 압구정41가,64079,(주) 오문이,자연과학 시험원,032-375-6835,sujinbag@baghan.kr,eunji15,192.168.235.97,180089896208175,1970-01-29,16,4.3642545923173,661922,47,3611
197,서채원,경기도 연천군 언주626길,39355,박심이,안경사,055-582-6777,sunogbag@jusighoesa.org,heosubin,192.168.99.216,30358818399756,1999-10-03,30,4.122290863424,541182,694,3865
198,김지연,광주광역시 동대문구 백제고분로,99794,유한회사 손오이,의지보조기기사,032-041-4337,seunghyeon18@haii.org,eungyeong96,172.20.222.127,4689703431466894,1991-05-25,54,4.313177876035,293131,656,7613
199,심영수,경상북도 논산시 삼성08길,61600,안이이,안경사,019-589-5903,gimjeongnam@ju.net,junyeong21,10.35.188.75,4423056633260818,1978-08-11,44,5.626701926,635107,942,2294
200,김경자,광주광역시 양천구 오금가,42930,(유) 홍이서,세탁원 및 다림질원,063-775-2756,seonyeong19@yuhanhoesa.kr,jihu90,10.223.157.254,6594652523685250,2000-04-16,41,3.6120848794795,405075,119,3533
201,김상철,부산광역시 서구 오금21거리,54785,주식회사 김이이,자산 운용가,017-018-6899,yeongsugyun@yuhanhoesa.com,ihayun,192.168.29.90,4206931861008,1997-07-10,28,5.14024883082,837172,172,7794
202,손광수,충청북도 단양군 양재천길,45527,(주) 김,기타 여가 및 스포츠 관련 종사원,017-438-6083,bi@yu.com,seoyeongi,192.168.53.243,4922776430992364,2000-11-01,72,5.4171375624469,567196,565,5719
